sender,subject,body,label
alerts@linkedin.com,Weekly Repo Updates,Here's the summary from today's stand-up meeting.,0
hr@company.com,Weekly Repo Updates,Check out new commits and PRs in your repositories.,0
receipt@paypal.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
security@amaz0n.com,Verify Apple ID,Unusual login detected. Verify your account now.,1
login@netflix-security.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
receipt@paypal.com,Payment Received,Your next subscription payment is due on 30th Sep.,0
admin@bank-secure.com,Verify Apple ID,Your account has been locked. Click here to verify credentials.,1
updates@medium.com,Policy Update,Your next subscription payment is due on 30th Sep.,0
updates@medium.com,Subscription Update,Your order #12345 has been shipped. Track it here.,0
admin@bank-secure.com,Action Required Immediately,We noticed unusual activity. Sign in to secure your account.,1
newsletter@github.com,Weekly Repo Updates,Your order #12345 has been shipped. Track it here.,0
it-support@company-update.com,Verify Your Account,You've won a $100 gift card. Click to claim.,1
updates@medium.com,Top Stories for You,"Hey, are we meeting this weekend for lunch?",0
receipt@paypal.com,Policy Update,You have received $250 from Alice.,0
admin@bank-secure.com,Account Locked!,Please confirm your recent login to secure your account.,1
reward@giftcard.com,Claim Your Gift Card!,You've won a $100 gift card. Click to claim.,1
billing@paypal-security.com,Action Required Immediately,Security alert: Someone tried to access your account from a new device.,1
alerts@linkedin.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
receipt@paypal.com,Weekly Repo Updates,Check out new commits and PRs in your repositories.,0
no-reply@amazon.com,Weekend Plans,Someone has endorsed your skills on LinkedIn.,0
login@netflix-security.com,Claim Your Gift Card!,We noticed unusual activity. Sign in to secure your account.,1
it-support@company-update.com,Invoice Overdue,Security alert: Someone tried to access your account from a new device.,1
support@apple.com,Unauthorized Login Attempt,Please confirm your recent login to secure your account.,1
security@amaz0n.com,Verify Apple ID,Security alert: Someone tried to access your account from a new device.,1
friend@gmail.com,Weekend Plans,Read today's top stories curated for you.,0
team@slack.com,Team Meeting Notes,Please review the updated company leave policy.,0
team@slack.com,Professional Network Updates,You have received $250 from Alice.,0
reward@giftcard.com,Claim Your Gift Card!,We noticed unusual activity. Sign in to secure your account.,1
billing@paypal-security.com,Suspicious Activity Detected,Unusual login detected. Verify your account now.,1
updates@medium.com,Policy Update,Your order #12345 has been shipped. Track it here.,0
hr@company.com,Subscription Update,Read today's top stories curated for you.,0
alerts@linkedin.com,Subscription Update,Here's the summary from today's stand-up meeting.,0
no-reply@amazon.com,Payment Received,"Hey, are we meeting this weekend for lunch?",0
billing@paypal-security.com,Verify Your Account,Please confirm your recent login to secure your account.,1
newsletter@github.com,Top Stories for You,Read today's top stories curated for you.,0
support@apple.com,Suspicious Activity Detected,Your password will expire soon. Reset it immediately.,1
service@netflix.com,Professional Network Updates,Read today's top stories curated for you.,0
admin@bank-secure.com,Suspicious Activity Detected,We noticed unusual activity. Sign in to secure your account.,1
team@slack.com,Policy Update,Here's the summary from today's stand-up meeting.,0
alerts@linkedin.com,Order Shipped,Check out new commits and PRs in your repositories.,0
no-reply@amazon.com,Team Meeting Notes,Here's the summary from today's stand-up meeting.,0
reward@giftcard.com,Action Required Immediately,Your account will be deactivated if you do not respond.,1
login@netflix-security.com,Account Locked!,Security alert: Someone tried to access your account from a new device.,1
security@amaz0n.com,Action Required Immediately,Your password will expire soon. Reset it immediately.,1
it-support@company-update.com,Account Locked!,Your account will be deactivated if you do not respond.,1
it-support@company-update.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
alerts@linkedin.com,Team Meeting Notes,Your order #12345 has been shipped. Track it here.,0
billing@paypal-security.com,Unauthorized Login Attempt,Your account has been locked. Click here to verify credentials.,1
hr@company.com,Top Stories for You,Your next subscription payment is due on 30th Sep.,0
admin@bank-secure.com,Suspicious Activity Detected,Your account has been locked. Click here to verify credentials.,1
security@amaz0n.com,Verify Your Account,Your account has been locked. Click here to verify credentials.,1
receipt@paypal.com,Weekend Plans,Read today's top stories curated for you.,0
login@netflix-security.com,Unauthorized Login Attempt,We noticed unusual activity. Sign in to secure your account.,1
receipt@paypal.com,Weekend Plans,Check out new commits and PRs in your repositories.,0
it-support@company-update.com,Action Required Immediately,Please confirm your recent login to secure your account.,1
friend@gmail.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
admin@bank-secure.com,Unauthorized Login Attempt,Your password will expire soon. Reset it immediately.,1
friend@gmail.com,Subscription Update,Your order #12345 has been shipped. Track it here.,0
no-reply@amazon.com,Weekend Plans,Please review the updated company leave policy.,0
security-alert@paypal.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
login@netflix-security.com,Account Locked!,Please confirm your recent login to secure your account.,1
receipt@paypal.com,Policy Update,Read today's top stories curated for you.,0
updates@medium.com,Order Shipped,"Hey, are we meeting this weekend for lunch?",0
support@apple.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
admin@bank-secure.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
friend@gmail.com,Subscription Update,Your order #12345 has been shipped. Track it here.,0
service@netflix.com,Order Shipped,Please review the updated company leave policy.,0
no-reply@amazon.com,Subscription Update,Please review the updated company leave policy.,0
receipt@paypal.com,Team Meeting Notes,Someone has endorsed your skills on LinkedIn.,0
hr@company.com,Policy Update,Please review the updated company leave policy.,0
hr@company.com,Professional Network Updates,Someone has endorsed your skills on LinkedIn.,0
alerts@linkedin.com,Team Meeting Notes,Here's the summary from today's stand-up meeting.,0
service@netflix.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
team@slack.com,Policy Update,You have received $250 from Alice.,0
receipt@paypal.com,Team Meeting Notes,Your order #12345 has been shipped. Track it here.,0
hr@company.com,Top Stories for You,Here's the summary from today's stand-up meeting.,0
hr@company.com,Professional Network Updates,Read today's top stories curated for you.,0
billing@paypal-security.com,Account Locked!,Security alert: Someone tried to access your account from a new device.,1
reward@giftcard.com,Claim Your Gift Card!,Your account will be deactivated if you do not respond.,1
it-support@company-update.com,Account Locked!,We noticed unusual activity. Sign in to secure your account.,1
security-alert@paypal.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
friend@gmail.com,Weekend Plans,Your order #12345 has been shipped. Track it here.,0
security-alert@paypal.com,Verify Your Account,Your password will expire soon. Reset it immediately.,1
security@amaz0n.com,Unauthorized Login Attempt,Your password will expire soon. Reset it immediately.,1
receipt@paypal.com,Subscription Update,Read today's top stories curated for you.,0
admin@bank-secure.com,Suspicious Activity Detected,Your account will be deactivated if you do not respond.,1
team@slack.com,Policy Update,"Hey, are we meeting this weekend for lunch?",0
receipt@paypal.com,Policy Update,Someone has endorsed your skills on LinkedIn.,0
newsletter@github.com,Team Meeting Notes,Here's the summary from today's stand-up meeting.,0
security-alert@paypal.com,Action Required Immediately,Please confirm your recent login to secure your account.,1
verify@facebook-alert.com,Invoice Overdue,Please confirm your recent login to secure your account.,1
updates@medium.com,Professional Network Updates,Your order #12345 has been shipped. Track it here.,0
alerts@linkedin.com,Subscription Update,Read today's top stories curated for you.,0
newsletter@github.com,Subscription Update,"Hey, are we meeting this weekend for lunch?",0
alerts@linkedin.com,Policy Update,Check out new commits and PRs in your repositories.,0
verify@facebook-alert.com,Verify Your Account,Unusual login detected. Verify your account now.,1
reward@giftcard.com,Urgent: Password Expiry,Your account will be deactivated if you do not respond.,1
team@slack.com,Top Stories for You,"Hey, are we meeting this weekend for lunch?",0
login@netflix-security.com,Unauthorized Login Attempt,Unpaid invoice detected. Login here to pay.,1
receipt@paypal.com,Payment Received,"Hey, are we meeting this weekend for lunch?",0
verify@facebook-alert.com,Suspicious Activity Detected,We noticed unusual activity. Sign in to secure your account.,1
verify@facebook-alert.com,Invoice Overdue,Unpaid invoice detected. Login here to pay.,1
billing@paypal-security.com,Invoice Overdue,Security alert: Someone tried to access your account from a new device.,1
hr@company.com,Professional Network Updates,Someone has endorsed your skills on LinkedIn.,0
newsletter@github.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
login@netflix-security.com,Urgent: Password Expiry,Your account will be deactivated if you do not respond.,1
